126.158,0.000551367,126.158,1.44918
160.165,0.000703378,160.165,1.29733
187.684,0.000826391,187.684,4.17441
215.59,0.000951128,215.59,10.0498
249.211,0.00110142,249.211,19.8997
253.528,0.378802,254.178,-3.30855
299.104,8.41533,298.245,13.2888
335.028,14.7499,334.699,16.6156
372.771,21.4052,372.121,25.0906
409.966,27.9637,407.028,44.6272
447.082,34.5085,445.87,41.3841
483.055,40.8517,476.767,76.5139
521.588,47.6463,514.507,87.803
566.403,55.5487,559.018,97.4282
569.44,60.3151,627.213,75.7943
565.794,73.9231,630.299,91.206
568.622,78.8221,560.428,109.402
578.555,81.4836,568.571,118.744
590.838,84.775,579.498,127.095
595.737,81.9466,600.252,83.1564
599.376,68.3661,613.047,72.0294
604.389,65.7565,589.822,105.778
638.514,78.177,620.981,126.347
678.918,92.8833,656.105,155.559
715.523,106.207,687.062,184.403
753.507,120.032,724.959,198.469
787.544,132.42,755.516,220.41
825.127,146.1,792.255,236.419
859.499,158.61,822.681,259.764
902.625,174.307,865.777,275.543
906.552,176.138,860.775,255.422
935.417,192.804,880.646,287.668
959.835,206.902,904.266,303.151
987.174,222.686,930.741,320.436
1013.12,237.665,950.491,346.148
83.907,1588.41,83.9022,1588.56
101.356,1588.95,100.327,1600.92
121.843,1590.71,118.77,1611.72
143.245,1593.84,135.625,1630.38
163.674,1598.1,150.267,1662.39
255.761,1412.99,257.051,1398.76
264.477,1413.78,244.251,1636.93
123.916,79.5281,32.3166,54.1527
120.223,92.859,113.478,69.7147
58.9575,110.715,99.8622,-111.148
90.6006,116.549,19.2714,-26.6217
109.438,107.164,74.3509,36.7378
124.158,37.5005,83.158,37.5005
124.158,69.315,92.158,69.315
0,148.284,5,148.284
0,174.362,0,174.365
0,202.54,2,202.54
0,234.07,0,234.071
-0.000915241,438.644,10.9144,438.644
-0.00116988,467.102,15.1687,467.102
-0.00144393,497.73,17.4425,497.73
-0.00168283,524.43,25.6811,524.43
-0.00259808,729.006,16.5955,729.006
-0.00259808,758.888,42.5955,758.888
-0.00259808,789.096,26.5955,789.096
-0.00259808,814.792,21.5955,814.792
-0.00351332,1019.37,8.50981,1019.37
0,1041.79,3,1041.79
0,1079.11,9.99671,1079.11
-0.00428092,1105.15,1.27828,1105.15
-0.00519617,1309.73,13.191,1309.73
0,1338.38,9,1338.38
0,1371.82,11,1371.82
-0.00519617,1395.51,11.1932,1395.51
83.8142,1455.26,55.6142,1455.26
83.8142,1483.45,66.6142,1483.45
83.8142,1513.59,68.6142,1513.59
83.8142,1540.34,66.6142,1540.34
4.76312,242.32,53.7424,157.49
30.3284,257.081,76.4368,177.22
56.0352,271.923,98.9126,197.658
78.749,285.037,104.753,239.998
4.76223,532.682,40.8685,470.144
32.2378,548.545,71.0492,481.321
57.6231,563.201,93.0297,501.875
