7.409,55.335,169.409,96.335
237.561,914.29,307.561,917.29
565.015,62.897,628.015,34.897
744.935,734.382,825.935,657.382
63.314,469.976,220.314,421.976
78.843,527.932,241.843,479.932
7.409,70.335,78.409,73.335
70.732,478.342,208.732,428.342
81.084,516.979,225.084,457.979
230.061,901.299,366.061,977.299
283.489,37.594,345.489,15.594
963.85,30.003,969.85,73.003
1466.93,30.005,1436.93,30.005
1536.91,291.203,1496.91,307.203
1104.99,556.743,1164.99,531.743
512.428,892.021,557.428,954.021
