283.489,37.594,325.489,18.394
963.85,30.003,951.85,70.103
1466.93,30.005,1426.93,23.905
1536.91,291.203,1486.91,300.203
1104.99,556.743,1144.99,528.743
512.428,892.021,547.428,957.021
