126.158,0.000551367,127.058,0.735141,
160.165,0.000703378,161.365,0.68969,
187.684,0.000826391,188.884,0.952909,
215.59,0.000951128,216.49,3.31561,
249.211,0.00110142,250.711,5.67068,
253.528,0.378802,253.528,0.374,
299.104,8.41533,307.504,11.9163,
335.028,14.7499,333.828,15.3799,
372.771,21.4052,372.771,21.41,
409.966,27.9637,412.066,33.4537,
124.158,37.5005,111.558,37.3505,
447.082,34.5085,448.582,36.7585,
483.055,40.8517,487.255,52.9417,
521.588,47.6463,521.288,59.8563,
566.403,55.5487,564.603,67.9387,
569.44,60.3151,587.44,62.9851,
604.389,65.7565,599.289,77.9065,
123.916,79.5281,95.116,76.4981,
124.158,69.315,114.558,68.415,
565.794,73.9231,583.494,84.0931,
568.622,78.8221,567.122,88.3921,
578.555,81.4836,574.355,92.7036,
595.737,81.9466,597.837,79.6666,
599.376,68.3661,603.576,69.2361,
638.514,78.177,632.814,92.577,
120.223,92.859,99.823,90.459,
590.838,84.775,584.538,96.475,
678.918,92.8833,673.518,111.693,
55.4691,110.759,38.3391,82.259,
58.9575,110.715,53.1075,41.115,
90.6006,116.549,74.8206,70.949,
109.438,107.164,92.338,89.464,
715.523,106.207,706.223,129.607,
30.1164,125.396,17.3964,97.496,
753.507,120.032,744.807,143.732,
787.544,132.42,778.544,158.82,
0,148.284,0.6,148.284,
1.51577,143.658,-11.6152,138.258,
4.7636,140.033,-11.0164,114.233,
825.127,146.1,816.127,173.7,
859.499,158.61,847.499,188.31,
0,174.362,0,174.364,
902.625,174.307,891.825,204.607,
906.552,176.138,892.452,199.838,
0,202.54,0,202.54,
935.417,192.804,918.017,220.704,
959.835,206.902,943.935,236.302,
0,234.07,-0.6,234.07,
1.51554,238.695,20.5535,236.295,
4.76312,242.32,21.5271,221.02,
987.174,222.686,971.874,253.286,
1013.12,237.665,995.12,271.865,
30.3284,257.081,46.7084,237.281,
56.0352,271.923,71.2752,250.623,
1000.28,263.899,1012.28,274.999,
78.749,285.037,89.249,273.037,
82.3823,288.794,89.4923,283.694,
974.157,311.149,967.257,311.749,
975.157,307.417,987.457,314.317,
986.235,288.229,998.235,293.629,
948.588,364.416,970.488,398.016,
972.424,350.654,990.124,381.854,
974.156,347.654,964.856,347.954,
974.156,329.401,963.656,330.601,
56.7697,400.368,51.1597,374.268,
78.7482,387.679,68.4882,368.179,
82.3818,383.921,70.1418,379.421,
894.86,400.435,916.46,432.835,
917.256,387.505,936.456,421.405,
920.504,383.88,933.704,389.88,
924.751,378.178,944.851,412.978,
32.012,414.662,20.912,394.562,
865.855,417.181,886.855,448.381,
-0.000915241,438.644,2.37366,438.644,
1.51467,434.019,-5.88633,428.919,
4.7623,430.394,-3.1277,410.294,
838.199,439.004,834.899,436.904,
839.636,433.978,852.536,441.478,
843.27,430.22,862.77,463.52,
-0.00116988,467.102,3.64979,466.802,
838.199,466.133,830.399,467.033,
-0.00144393,497.73,4.03174,498.33,
838.199,495.217,830.399,494.617,
-0.00168283,524.43,6.80317,525.03,
1.51424,529.056,15.5422,520.056,
4.76223,532.682,13.6932,511.682,
833.436,532.685,853.236,559.085,
836.683,529.06,846.883,532.96,
838.199,524.435,830.099,524.735,
32.2378,548.545,43.3978,529.045,
57.6231,563.201,68.6931,545.501,
784.013,561.219,799.613,587.619,
813.255,544.336,828.555,569.536,
78.7473,575.397,86.1573,559.497,
82.381,579.155,91.981,571.655,
754.378,584.184,752.578,583.884,
755.816,579.158,767.516,583.358,
759.45,575.4,776.55,604.8,
754.378,610.543,748.378,610.243,
754.378,639.956,747.178,639.956,
52.705,693.075,37.105,673.875,
78.7469,678.04,67.0769,655.54,
82.3803,674.282,75.0903,667.082,
723.681,692.838,736.581,711.138,
749.615,677.865,763.415,700.065,
752.862,674.24,759.762,677.54,
754.378,669.616,745.078,668.716,
24.1604,709.555,15.0404,690.355,
699.921,706.556,710.421,722.156,
-0.00259808,729.006,4.37683,728.706,
1.51317,724.38,-2.73783,719.28,
4.761,720.755,-4.839,700.655,
670.557,729.364,667.557,729.964,
671.995,724.338,677.395,725.838,
675.629,720.58,685.829,740.98,
670.557,752.574,659.157,751.374,
-0.00259808,758.888,10.9768,758.588,
-0.00259808,789.096,5.87683,788.796,
670.557,784.127,657.657,782.627,
-0.00259808,814.792,5.27683,815.692,
1.51294,819.417,18.0309,807.717,
4.76052,823.042,20.2045,795.442,
30.3741,837.83,43.5441,815.03,
640.54,837.625,646.84,846.925,
665.794,823.045,673.294,836.245,
669.042,819.42,668.442,814.62,
670.557,814.795,654.057,814.495,
56.1605,852.719,71.3105,835.619,
78.7464,865.759,88.8264,849.559,
591.808,865.76,597.208,871.16,
616.08,851.747,620.28,861.047,
82.3797,869.516,90.8697,867.416,
586.737,874.544,575.037,875.144,
588.175,869.518,584.575,864.718,
586.737,902.794,571.737,903.394,
586.737,930.232,572.337,931.132,
78.7456,968.401,67.4656,945.601,
82.3793,964.643,67.8893,955.943,
581.974,968.225,587.974,974.225,
585.221,964.601,577.421,958.901,
586.736,959.976,572.336,959.676,
27.1342,998.198,17.4742,978.998,
58.4439,980.122,44.3739,960.022,
532.902,996.557,533.202,995.657,
553.761,984.513,554.361,983.313,
-0.00351332,1019.37,1.05048,1016.37,
1.51208,1014.74,-5.41192,1011.74,
4.7597,1011.12,-2.6503,990.12,
502.916,1019.72,488.216,1019.72,
504.354,1014.7,494.754,1005.7,
507.988,1010.94,508.888,1007.94,
0,1041.79,-0.3,1041.79,
502.916,1046.69,487.316,1046.69,
0,1079.11,1.2,1076.11,
502.916,1074.13,487.916,1074.13,
-0.00428092,1105.15,-1.12,1105.15,
1.51164,1109.78,8.81964,1106.78,
4.75964,1113.4,15.0676,1098.4,
498.153,1113.41,496.353,1110.41,
501.401,1109.78,487.601,1100.78,
502.916,1105.16,484.316,1099.16,
28.9694,1127.38,35.7494,1112.38,
55.2635,1142.56,62.3135,1130.56,
444.867,1144.17,442.167,1141.17,
475.866,1126.27,471.966,1126.27,
78.7447,1156.12,88.1347,1144.12,
82.3784,1159.88,83.7584,1162.88,
419.096,1164.9,405.596,1164.9,
420.533,1159.88,408.533,1150.88,
424.167,1156.12,427.767,1153.12,
419.095,1221.79,401.395,1224.79,
419.096,1192.66,399.296,1192.66,
78.7443,1258.76,69.0543,1243.76,
82.3778,1255,76.1378,1255,
414.332,1258.59,414.932,1252.59,
417.58,1254.96,402.88,1245.96,
419.095,1250.34,401.095,1250.34,
27.7838,1288.18,20.3438,1276.18,
53.6023,1273.04,75.7123,1312.04,
364.13,1287.57,359.33,1284.57,
393.148,1270.82,391.948,1264.82,
-0.00519617,1309.73,1.55365,1309.73,
1.51058,1305.1,-2.26342,1302.1,
4.7584,1301.48,-0.1616,1289.48,
335.275,1310.08,322.675,1316.08,
336.713,1305.06,323.213,1299.06,
340.346,1301.3,340.346,1301.29,
0,1338.38,1.5,1341.38,
335.275,1339.61,318.175,1342.61,
0,1371.82,2.1,1371.82,
335.275,1369.71,317.275,1369.71,
-0.00519617,1395.51,1.85365,1395.51,
1.51035,1400.14,9.20535,1397.14,
4.75793,1403.76,10.7789,1394.76,
330.512,1403.77,329.912,1403.77,
333.759,1400.14,319.959,1394.14,
335.275,1395.52,319.675,1392.52,
26.7915,1416.49,32.6415,1407.49,
51.9257,1431,56.5157,1425,
251.455,1426.61,240.655,1423.61,
255.761,1412.99,269.861,1409.99,
264.477,1413.78,247.677,1482.78,
301.399,1420.57,300.799,1417.57,
78.7439,1446.48,83.8739,1443.48,
82.3771,1450.24,81.4471,1453.24,
83.8142,1455.26,74.4542,1449.26,
251.454,1462.19,234.654,1459.19,
251.455,1439.95,241.255,1439.95,
272.287,1437.38,272.587,1434.38,
83.8142,1483.45,76.8542,1486.45,
251.454,1489.62,231.354,1492.62,
83.8142,1513.59,77.7542,1513.59,
251.454,1513.63,234.654,1513.63,
79.5197,1551.86,73.0097,1554.86,
82.3767,1545.37,79.1667,1539.37,
83.8142,1540.34,76.8542,1540.34,
246.691,1548.95,247.891,1548.95,
249.938,1545.32,242.438,1536.32,
251.454,1540.7,232.854,1537.7,
79.7217,1569.81,73.2117,1569.81,
195.073,1578.75,196.573,1575.75,
220.94,1563.81,222.74,1566.81,
79.8861,1584.42,74.7561,1587.42,
83.907,1588.41,83.607,1588.41,
101.356,1588.95,95.956,1594.95,
121.843,1590.71,117.943,1596.71,
143.245,1593.84,129.745,1602.84,
163.674,1598.1,152.874,1616.1,
168.937,1595.65,162.637,1589.65,
172.705,1591.66,172.705,1591.67,
