176.04,822.731,173.589,824.146
190.719,848.156,182.291,853.022
206.803,876.014,191.973,884.576
221.93,902.216,208.6,909.912
237.566,929.298,226.602,935.628
65.727,520.749,116.387,502.31
77.912,554.227,128.17,535.935
91.926,592.731,131.746,578.237
104.982,628.601,130.031,619.484
119.968,669.776,132.252,665.305
134.294,709.136,137.667,707.908
148.3,747.618,155.445,745.017
161.271,783.256,171.705,779.458
174.209,818.803,170.274,820.235
68.337,515.736,67.2337,511.62
75.094,513.925,72.8255,505.461
81.851,512.114,81.3689,510.315
78.727,484.999,131.494,470.862
81.703,496.107,128.659,483.523
84.68,507.215,125.134,496.373
60.254,485.808,71.0912,526.244
67.041,483.989,79.9974,532.358
73.828,482.171,86.6951,530.207
0.287,169.705,80.3813,155.584
8.002,213.463,100.934,197.076
14.119,248.153,92.6183,234.313
21.209,288.367,98.108,274.807
27.887,326.238,107.527,312.196
35.553,369.716,101.957,358.007
41.756,404.895,114.663,392.041
48.579,443.595,118.862,431.202
55.487,482.771,134.902,468.768
-0.091,42.335,117.909,42.335
-0.091,70.62,106.909,70.62
-0.091,102.434,95.909,102.434
-0.091,165.388,95.909,165.388
1588.45,7.864,1618.65,5.92661
1590.04,32.646,1611.97,29.2977
1595.61,69.13,1617.27,63.2228
1607.09,111.227,1645.64,96.2922
1617.53,138.174,1652.94,121.069
1629.66,163.283,1662.89,143.414
1647.32,192.82,1685.84,164.15
1669.14,222.14,1705.97,188.682
1690.62,245.785,1734.42,205.994
1413.35,338.825,1430.77,338.061
1413.77,348.406,1446.69,346.963
322.48,887.898,285.225,1006.05
350.985,896.886,278.777,938.471
366.812,924.368,83.3803,1087.6
92.497,36.526,45.5446,-26.39
106.981,25.717,111.059,31.1814
1.909,40.335,1.911,40.383
35.507,40.335,35.508,40.371
71.56,40.335,71.561,40.345
148.549,83.819,148.553,83.818
174.907,83.819,174.907,83.819
211.769,83.819,211.769,83.819
233.624,83.819,233.622,83.832
350.746,0,350.745,-0.003
379.16,0,379.16,0
438.909,83.82,439.432,48.8877
460.614,84.145,457.215,-258.792
493.307,83.821,493.317,83.788
523.984,83.821,523.983,83.79
607.277,0,607.281,-0.015
640.19,0,640.19,-17.9999
583.734,0.001,583.732,134.001
669.522,0.002,669.522,-17.998
729.271,83.822,729.252,83.789
754.167,83.822,754.185,83.789
785.763,83.822,785.774,83.787
814.346,83.822,814.346,83.822
895.295,0,895.297,-0.039
929.524,0,929.522,-42.9997
874.095,0.003,874.095,0.003
959.882,0.003,959.883,-0.039
1019.63,83.823,1019.63,83.764
1041.69,83.823,1041.69,83.777
1078.55,83.823,1078.55,29.823
1104.71,83.824,1104.71,26.824
1186.47,0,1186.47,-0.029
1225.97,0,1225.97,-32
1164.46,0.004,1164.46,-0.029
