176.04,822.731,166.607,828.177
190.719,848.156,175.309,857.053
206.803,876.014,185.424,888.357
221.93,902.216,202.801,913.26
237.566,929.298,220.803,938.976
65.727,520.749,106.303,505.98
77.912,554.227,118.672,539.392
91.926,592.731,122.514,581.598
104.982,628.601,120.799,622.844
119.968,669.776,123.903,668.344
134.294,709.136,129.317,710.947
148.3,747.618,147.096,748.056
161.271,783.256,164.238,782.176
174.209,818.803,162.808,822.953
68.337,515.736,67.8406,513.884
75.094,513.925,73.4324,507.725
81.851,512.114,81.719,511.622
78.727,484.999,121.257,473.605
81.703,496.107,118.515,486.241
84.68,507.215,115.084,499.067
60.254,485.808,71.678,528.433
67.041,483.989,80.5842,534.549
73.828,482.171,87.2819,532.398
0.287,169.705,67.3945,157.873
8.002,213.463,88.3048,199.303
14.119,248.153,80.2221,236.499
21.209,288.367,86.0997,276.924
27.887,326.238,95.8096,314.262
35.553,369.716,90.6276,360.005
41.756,404.895,103.528,394.004
48.579,443.595,108.115,433.097
55.487,482.771,124.445,470.611
-0.091,42.335,104.34,42.335
-0.091,70.62,93.5751,70.62
-0.091,102.434,82.8399,102.434
-0.091,165.388,83.3641,165.388
1588.45,7.864,1609.2,6.53241
1590.04,32.646,1603.41,30.6051
1595.61,69.13,1610.02,65.2004
1607.09,111.227,1639.64,98.6168
1617.53,138.174,1647.96,123.472
1629.66,163.283,1659.05,145.712
1647.32,192.82,1683.72,165.731
1669.14,222.14,1704.97,189.59
1690.62,245.785,1733.42,206.902
1413.35,338.825,1421.1,338.485
1413.77,348.406,1437.01,347.387
322.48,887.898,284.018,1009.88
350.985,896.886,273.407,941.564
366.812,924.368,78.0097,1090.69
92.497,36.526,42.7888,-30.0827
106.981,25.717,108.064,27.1685
1.909,40.335,1.89741,40.3881
35.507,40.335,35.4944,40.3758
71.56,40.335,71.5474,40.3495
148.549,83.819,148.549,83.819
174.907,83.819,174.895,83.8247
211.769,83.819,211.769,83.819
233.624,83.819,233.609,83.8352
350.746,0,350.731,-0.000782097
379.16,0,379.16,0
438.909,83.82,439.407,50.582
460.614,84.145,457.227,-257.621
493.307,83.821,493.304,83.789
523.984,83.821,523.984,83.821
607.277,0,607.277,0
640.19,0,640.19,-18.1924
583.734,0.001,583.732,134.279
669.522,0.002,669.522,-18.4344
729.271,83.822,729.239,83.7881
754.167,83.822,754.172,83.7879
785.763,83.822,785.761,83.7856
814.346,83.822,814.339,83.7804
895.295,0,895.295,0
929.524,0,929.522,-45.6018
874.095,0.003,874.095,0.003
959.882,0.003,959.882,0.003
1019.63,83.823,1019.62,83.7606
1041.69,83.823,1041.68,83.7735
1078.55,83.823,1078.55,26.0234
1104.71,83.824,1104.71,22.7244
1186.47,0,1186.46,-0.0337409
1225.97,0,1225.97,-37.0705
1164.46,0.004,1164.45,-0.0335576
1250.24,0.004,1250.23,-0.0362719
1309.99,83.825,1309.98,83.7962
1331.94,83.825,1331.93,83.787
1373.41,83.825,1373.4,83.7997
1395.07,83.825,1395.06,83.8005
1480.77,0,1480.77,-9.19334
1454.82,0.005,1454.82,-13.9723
109.26,25.912,151.498,1.5245
118.531,41.969,172.917,10.5702
131.182,63.882,179.739,35.8471
139.765,78.748,191.322,48.9811
387.41,4.763,436.988,-23.8616
399.347,25.438,446.692,-1.89611
421.881,64.469,484.829,28.1238
430.126,78.749,482.575,48.4662
677.771,4.764,718.098,-18.519
690.191,26.276,740.192,-2.59086
710.804,61.98,770.238,27.663
720.487,78.75,764.067,53.5868
968.132,4.766,1010.65,-19.7852
980.486,26.163,1025.06,0.428201
999.95,59.877,1040.26,36.5999
1010.85,78.752,1046.9,57.9324
1258.49,4.767,1279.26,-7.23439
1271.3,26.94,1288.07,17.2608
1289.62,58.674,1287.57,59.8547
1301.21,78.753,1305.84,76.0789
273.075,25.631,321.504,53.5917
253.766,59.075,307.403,90.0444
242.407,78.748,289.453,105.912
575.484,4.764,588.332,12.1819
563.712,25.153,579.643,34.3506
544.404,58.597,556.61,65.6443
532.769,78.749,540.951,83.4732
865.846,4.765,863.682,3.51545
851.449,29.701,841.034,23.6878
834.563,58.948,830.266,56.4669
823.129,78.751,794.666,62.3168
1156.21,4.767,1141.43,-3.76742
1143.42,26.911,1121.75,14.401
1125.91,57.24,1095.53,39.6996
1113.49,78.752,1072.19,54.9064
1446.57,4.767,1408.82,-17.0339
1432.92,28.405,1392.18,4.88185
1416.66,56.564,1376.83,33.5696
1403.85,78.753,1362.76,55.0337
369.081,926.35,369.081,926.35
398.238,926.35,398.238,926.35
427.395,926.35,427.388,926.418
438.906,922.02,438.906,922.02
463.106,922.02,463.1,922.1
496.018,922.02,496.015,997.02
524.337,922.021,524.334,994.021
584.087,838.2,584.085,897.2
611.212,838.201,611.208,838.257
644.124,838.201,644.119,838.259
669.517,838.201,669.517,838.201
729.268,754.381,729.256,754.412
756.721,754.381,756.72,787.381
790.002,754.382,789.993,754.413
814.698,754.382,814.692,754.431
874.449,670.562,874.449,670.562
897.174,670.562,897.164,670.584
934.667,670.562,934.666,692.562
959.879,670.563,959.877,710.563
1019.63,586.742,1019.63,595.743
1041.78,586.743,1041.77,586.753
1076.48,586.743,1076.48,586.743
1105.06,586.743,1105.06,586.743
1164.81,502.923,1164.81,502.923
1190.07,502.923,1190.07,531.923
1227.14,502.924,1227.13,502.938
1250.24,502.924,1250.23,502.951
1309.99,419.104,1309.99,419.104
1338.11,419.104,1338.12,419.15
1367.73,419.104,1367.73,474.104
1395.42,419.105,1395.42,491.105
1426.01,335.284,1426,335.348
1451.96,335.284,1451.96,395.284
1483.35,335.285,1483.34,335.366
1511.47,335.285,1511.46,335.373
1540.6,335.285,1540.59,335.395
1600.35,251.465,1600.34,251.573
1627.76,251.465,1627.76,369.465
1664.87,251.466,1664.86,251.59
1688.13,251.466,1688.13,251.466
575.302,843.272,587.163,850.12
560.081,869.635,568.416,874.447
545.389,895.083,549.634,897.534
532.587,917.258,529.324,915.374
720.483,759.453,706.032,751.11
691.499,809.654,680.303,803.19
705.219,785.891,691.224,777.811
677.767,833.438,670.298,829.126
865.664,675.634,828.504,654.178
856.144,692.122,819.068,670.717
837.598,724.246,803.322,704.456
822.948,749.619,790.953,731.146
995.624,618.176,943.671,588.169
1010.85,591.814,964.259,564.91
982.116,641.574,936.273,615.105
968.129,665.799,936.884,647.759
1156.03,507.995,1118.67,486.424
1142.51,531.411,1100.82,507.338
1127.54,557.336,1089.31,535.264
1113.31,581.98,1078.55,561.908
1301.21,424.176,1276.55,409.93
1289.24,444.895,1265.15,430.989
1272.92,473.173,1236.13,451.928
1258.49,498.161,1226.47,479.667
1437.29,356.116,1443.49,359.696
1415.53,393.805,1401.1,385.477
