outline48,124.104,2.001,3.004,-1,0,0,0,0
outline1,126.159,0.002,3.001,0,-1,0,0,0
6mmPinHole2,139.158,7.575,3,0,0,1,6.034,0.006
M3Holes4,154.145,7.547,3,0,0,1,2.402,0.001
outline2,160.164,0.002,3,0,-1,0,0,0
outline3,187.689,0.005,3.001,0,-1,0,0,0
flatness333,204.162,7.503,6.509,0,0,1,0,0
outline4,215.593,0.011,3,0,-1,0,0,0
outline5,249.216,0.021,3,0,-1,0,0,0
outline6,253.528,0.375,3.004,0.174,-0.985,0,0,0
flatness312,254.151,7.503,6.435,0,0,1,0,0
outline7,299.119,8.423,3.004,0.174,-0.985,0,0,0
outline8,335.029,14.752,3.005,0.174,-0.985,0,0,0
outline9,372.771,21.409,3.004,0.174,-0.985,0,0,0
outline10,409.961,27.98,3.005,0.174,-0.985,0,0,0
outline49,124.117,37.502,3.003,-1,0,0,0,0
outline11,447.09,34.517,3.004,0.174,-0.985,0,0,0
outline12,483.058,40.889,3.004,0.174,-0.985,0,0,0
outline13,521.584,47.687,3.005,0.174,-0.985,0,0,0
flatness273,154.162,57.498,6.669,0,0,1,0,0
flatness252,204.16,57.504,6.675,0,0,1,0,0
flatness231,254.158,57.507,6.633,0,0,1,0,0
flatness357,304.159,57.501,6.578,0,0,1,0,0
flatness334,354.159,57.502,6.51,0,0,1,0,0
flatness313,404.161,57.506,6.468,0,0,1,0,0
flatness293,454.16,57.502,6.421,0,0,1,0,0
flatness274,504.161,57.502,6.393,0,0,1,0,0
10mmPinHole2,553.571,63.52,3,0,0,1,10.01,0
outline14,566.398,55.591,2.999,0.174,-0.985,0,0,0
outline15,569.499,60.326,3,0.966,0.259,0,0,0
outline22,604.373,65.796,3,0.342,-0.94,0,0,0
outline47,123.821,79.515,3,-0.842,-0.54,0,0,0
outline50,124.126,69.315,3.003,-1,0,0,0,0
M3Holes2,561.952,70.913,3,0,0,1,2.454,0.009
outline16,565.857,73.946,3.002,0.966,0.259,0,0,0
outline17,568.615,78.853,3.002,0.259,-0.966,0,0,0
outline18,578.553,81.523,3.004,0.259,-0.966,0,0,0
outline20,595.742,81.946,3.001,-0.966,-0.259,0,0,0
outline21,599.388,68.376,3.001,-0.966,-0.259,0,0,0
M3Holes1,600.572,81.28,3,0,0,1,2.455,0.008
10mmPinHole1,611.536,79.046,3,0,0,1,10.027,0.007
outline23,638.496,78.225,2.998,0.342,-0.94,0,0,0
outline46,120.154,92.854,3,-0.791,-0.611,0,0,0
outline19,590.818,84.815,3.001,0.259,-0.966,0,0,0
outline24,678.898,92.947,3,0.342,-0.94,0,0,0
outline95,55.406,110.667,3.003,-0.5,-0.866,0,0,0
outline43,58.938,110.482,3,-0.47,-0.883,0,0,0
outline44,90.549,116.396,2.999,-0.614,-0.79,0,0,0
outline45,109.386,107.102,2.998,-0.714,-0.7,0,0,0
flatness253,154.154,107.503,6.771,0,0,1,0,0
